date,close,high,low,open,volume,stock
2023-02-13,151.94204711914062,154.25999450683594,150.9199981689453,150.9499969482422,62199000,AAPL
2023-02-14,151.3000946044922,153.77000427246094,150.86000061035156,152.1199951171875,61707600,AAPL
2023-02-15,153.40367126464844,155.5,152.8800048828125,153.11000061035156,65573800,AAPL
2023-02-16,151.80377197265625,156.3300018310547,153.35000610351562,153.50999450683594,68167900,AAPL
2023-02-17,150.65818786621094,153.0,150.85000610351562,152.35000610351562,59144100,AAPL
2023-02-21,146.6386260986328,151.3000030517578,148.41000366210938,150.1999969482422,58867200,AAPL
2023-02-22,147.06332397460938,149.9499969482422,147.16000366210938,148.8699951171875,51011300,AAPL
2023-02-23,147.54721069335938,150.33999633789062,147.24000549316406,150.08999633789062,48394200,AAPL
2023-02-24,144.89056396484375,147.19000244140625,145.72000122070312,147.11000061035156,55469600,AAPL
2023-02-27,146.08560180664062,149.1699981689453,147.4499969482422,147.7100067138672,44998500,AAPL
2023-02-28,145.58189392089844,149.0800018310547,146.8300018310547,147.0500030517578,50547000,AAPL
2023-03-01,143.50796508789062,147.22999572753906,145.00999450683594,146.8300018310547,55479000,AAPL
2023-03-02,144.10052490234375,146.7100067138672,143.89999389648438,144.3800048828125,52238100,AAPL
2023-03-03,149.15704345703125,151.11000061035156,147.3300018310547,148.0399932861328,70732300,AAPL
2023-03-06,151.9222869873047,156.3000030517578,153.4600067138672,153.7899932861328,87558000,AAPL
2023-03-07,149.71995544433594,154.02999877929688,151.1300048828125,153.6999969482422,56182000,AAPL
2023-03-08,150.9741668701172,153.47000122070312,151.8300018310547,152.80999755859375,47204800,AAPL
2023-03-09,148.72242736816406,154.5399932861328,150.22999572753906,153.55999755859375,53833600,AAPL
2023-03-10,146.6584014892578,150.94000244140625,147.61000061035156,150.2100067138672,68572400,AAPL
2023-03-13,148.6039581298828,153.13999938964844,147.6999969482422,147.80999755859375,84457100,AAPL
2023-03-14,150.6976776123047,153.39999389648438,150.10000610351562,151.27999877929688,73695900,AAPL
2023-03-15,151.0926971435547,153.25,149.9199981689453,151.19000244140625,77167900,AAPL
2023-03-16,153.917236328125,156.4600067138672,151.63999938964844,152.16000366210938,76161100,AAPL
2023-03-17,153.07777404785156,156.74000549316406,154.27999877929688,156.0800018310547,98944600,AAPL
2023-03-20,155.447998046875,157.82000732421875,154.14999389648438,155.07000732421875,73641400,AAPL
2023-03-21,157.3046875,159.39999389648438,156.5399932861328,157.32000732421875,73938300,AAPL
2023-03-22,155.87266540527344,162.13999938964844,157.80999755859375,159.3000030517578,75701800,AAPL
2023-03-23,156.95901489257812,161.5500030517578,157.67999267578125,158.8300018310547,67622100,AAPL
2023-03-24,158.26268005371094,160.33999633789062,157.85000610351562,158.86000061035156,59196500,AAPL
2023-03-27,156.31712341308594,160.77000427246094,157.8699951171875,159.94000244140625,52390300,AAPL
2023-03-28,155.6949005126953,158.49000549316406,155.97999572753906,157.97000122070312,45992200,AAPL
2023-03-29,158.77622985839844,161.0500030517578,159.35000610351562,159.3699951171875,51305700,AAPL
2023-03-30,160.34649658203125,162.47000122070312,161.27000427246094,161.52999877929688,49501700,AAPL
2023-03-31,162.85499572753906,165.0,161.91000366210938,162.44000244140625,68749800,AAPL
2023-04-03,164.1092529296875,166.2899932861328,164.22000122070312,164.27000427246094,56976200,AAPL
2023-04-04,163.57595825195312,166.83999633789062,165.11000061035156,166.60000610351562,46278300,AAPL
2023-04-05,161.72914123535156,165.0500030517578,161.8000030517578,164.74000549316406,51511700,AAPL
2023-04-06,162.6179962158203,164.9600067138672,162.0,162.42999267578125,45390100,AAPL
2023-04-10,160.02059936523438,162.02999877929688,160.0800018310547,161.4199981689453,47716900,AAPL
2023-04-11,158.8058319091797,162.36000061035156,160.50999450683594,162.35000610351562,47644200,AAPL
2023-04-12,158.11453247070312,162.05999755859375,159.77999877929688,161.22000122070312,50133100,AAPL
2023-04-13,163.50682067871094,165.8000030517578,161.4199981689453,161.6300048828125,68445600,AAPL
2023-04-14,163.1611785888672,166.32000732421875,163.82000732421875,164.58999633789062,49386500,AAPL
2023-04-17,163.18089294433594,165.38999938964844,164.02999877929688,165.08999633789062,41516200,AAPL
2023-04-18,164.40554809570312,167.41000366210938,165.64999389648438,166.10000610351562,49923000,AAPL
2023-04-19,165.5511474609375,168.16000366210938,165.5399932861328,165.8000030517578,47720200,AAPL
2023-04-20,164.58331298828125,167.8699951171875,165.55999755859375,166.08999633789062,52456400,AAPL
2023-04-21,162.97354125976562,166.4499969482422,164.49000549316406,165.0500030517578,58337300,AAPL
2023-04-24,163.27967834472656,165.60000610351562,163.88999938964844,165.0,41949600,AAPL
2023-04-25,161.739013671875,166.30999755859375,163.72999572753906,165.19000244140625,48714100,AAPL
2023-04-26,161.72914123535156,165.27999877929688,162.8000030517578,163.05999755859375,45498800,AAPL
2023-04-27,166.3214569091797,168.55999755859375,165.19000244140625,165.19000244140625,64902300,AAPL
2023-04-28,167.57571411132812,169.85000610351562,167.8800048828125,168.49000549316406,55275900,AAPL
2023-05-01,167.48684692382812,170.4499969482422,168.63999938964844,169.27999877929688,52472900,AAPL
2023-05-02,166.44984436035156,170.35000610351562,167.5399932861328,170.08999633789062,48425700,AAPL
2023-05-03,165.37338256835938,170.9199981689453,167.16000366210938,169.5,65136000,AAPL
2023-05-04,163.73397827148438,167.0399932861328,164.30999755859375,164.88999938964844,81235400,AAPL
2023-05-05,171.41748046875,174.3000030517578,170.75999450683594,170.97999572753906,113453200,AAPL
2023-05-08,171.34835815429688,173.85000610351562,172.11000061035156,172.47999572753906,55962800,AAPL
2023-05-09,169.6398162841797,173.5399932861328,171.60000610351562,173.0500030517578,45326900,AAPL
2023-05-10,171.40760803222656,174.02999877929688,171.89999389648438,173.02000427246094,53724500,AAPL
2023-05-11,171.59524536132812,174.58999633789062,172.1699981689453,173.85000610351562,49514700,AAPL
2023-05-12,170.66563415527344,174.05999755859375,171.0,173.6199951171875,45533100,AAPL
2023-05-15,170.17115783691406,173.2100067138672,171.47000122070312,173.16000366210938,37266700,AAPL
2023-05-16,170.17115783691406,173.13999938964844,171.8000030517578,171.99000549316406,42110300,AAPL
2023-05-17,170.78431701660156,172.92999267578125,170.4199981689453,171.7100067138672,57951600,AAPL
2023-05-18,173.11825561523438,175.24000549316406,172.5800018310547,173.0,65496700,AAPL
2023-05-19,173.22705078125,176.38999938964844,174.94000244140625,176.38999938964844,55809500,AAPL
2023-05-22,172.2776336669922,174.7100067138672,173.4499969482422,173.97999572753906,43570900,AAPL
2023-05-23,169.66677856445312,173.3800048828125,171.27999877929688,173.1300048828125,50747300,AAPL
2023-05-24,169.94366455078125,172.4199981689453,170.52000427246094,171.08999633789062,45143500,AAPL
2023-05-25,171.08099365234375,173.89999389648438,171.69000244140625,172.41000366210938,56058300,AAPL
2023-05-26,173.49403381347656,175.77000427246094,173.11000061035156,173.32000732421875,54835000,AAPL
2023-05-30,175.34341430664062,178.99000549316406,176.57000732421875,176.9600067138672,55964400,AAPL
2023-05-31,175.2939910888672,179.35000610351562,176.75999450683594,177.3300018310547,99625300,AAPL
2023-06-01,178.10263061523438,180.1199951171875,176.92999267578125,177.6999969482422,68901800,AAPL
2023-06-02,178.953125,181.77999877929688,179.25999450683594,181.02999877929688,61996900,AAPL
2023-06-05,177.59825134277344,184.9499969482422,178.0399932861328,182.6300048828125,121946500,AAPL
2023-06-06,177.2323455810547,180.1199951171875,177.42999267578125,179.97000122070312,64848400,AAPL
2023-06-07,175.85769653320312,181.2100067138672,177.32000732421875,178.44000244140625,61944600,AAPL
2023-06-08,178.57733154296875,180.83999633789065,177.4600067138672,177.89999389648438,50214900,AAPL
2023-06-09,178.96302795410156,182.22999572753903,180.6300048828125,181.5,48900000,AAPL
2023-06-12,181.76177978515625,183.88999938964844,180.97000122070312,181.2700042724609,54274900,AAPL
2023-06-13,181.287109375,184.1499938964844,182.44000244140625,182.8000030517578,54929100,AAPL
2023-06-14,181.92002868652344,184.38999938964844,182.0200042724609,183.3699951171875,57462900,AAPL
2023-06-15,183.9572906494141,186.5200042724609,183.77999877929688,183.9600067138672,65433200,AAPL
2023-06-16,182.8793182373047,186.9900054931641,184.2700042724609,186.72999572753903,101256200,AAPL
2023-06-20,182.9683532714844,186.1000061035156,184.4100036621093,184.4100036621093,49799100,AAPL
2023-06-21,181.929931640625,185.4100036621093,182.58999633789065,184.8999938964844,49515700,AAPL
2023-06-22,184.9363708496093,187.0500030517578,183.6699981689453,183.7400054931641,51245300,AAPL
2023-06-23,184.6198883056641,187.5599975585937,185.009994506836,185.5500030517578,53117000,AAPL
2023-06-26,183.2254638671875,188.0500030517578,185.22999572753903,186.8300018310547,48088700,AAPL
2023-06-27,185.9846649169922,188.38999938964844,185.6699981689453,185.88999938964844,50730800,AAPL
2023-06-28,187.1615600585937,189.8999938964844,187.6000061035156,187.92999267578125,51216800,AAPL
2023-06-29,187.49783325195312,190.07000732421875,188.94000244140625,189.0800018310547,46347300,AAPL
2023-06-30,191.82948303222656,194.47999572753903,191.259994506836,191.6300048828125,85213200,AAPL
2023-07-03,190.3361358642578,193.8800048828125,191.759994506836,193.77999877929688,31458200,AAPL
2023-07-05,189.2185974121093,192.97999572753903,190.6199951171875,191.57000732421875,46920300,AAPL
2023-07-06,189.6932830810547,192.0200042724609,189.1999969482422,189.83999633789065,45094300,AAPL
2023-07-07,188.5757598876953,192.6699981689453,190.2400054931641,191.4100036621093,46815000,AAPL
2023-07-10,186.52859497070312,189.9900054931641,187.0399932861328,189.259994506836,59922200,AAPL
2023-07-11,186.0044708251953,189.3000030517578,186.6000061035156,189.1600036621093,46638100,AAPL
2023-07-12,187.67581176757807,191.6999969482422,188.47000122070312,189.67999267578125,60750200,AAPL
2023-07-13,188.43731689453125,191.19000244140625,189.77999877929688,190.5,41342300,AAPL
2023-07-14,188.58566284179688,191.17999267578125,189.6300048828125,190.22999572753903,41616200,AAPL
2023-07-17,191.84922790527344,194.32000732421875,191.8099975585937,191.8999938964844,50520200,AAPL
2023-07-18,191.5921325683593,194.3300018310547,192.4199981689453,193.3500061035156,48288200,AAPL
2023-07-19,192.947006225586,198.22999572753903,192.6499938964844,193.1000061035156,80507300,AAPL
2023-07-20,190.99874877929688,196.47000122070312,192.5,195.08999633789065,59581200,AAPL
2023-07-21,189.8218688964844,194.97000122070312,191.22999572753903,194.1000061035156,71951700,AAPL
2023-07-24,190.62290954589844,194.9100036621093,192.25,193.4100036621093,45377800,AAPL
2023-07-25,191.4833374023437,194.44000244140625,192.9199981689453,193.3300018310547,37283200,AAPL
2023-07-26,192.35362243652344,195.63999938964844,193.32000732421875,193.6699981689453,47471900,AAPL
2023-07-27,191.0877227783203,197.1999969482422,192.5500030517578,196.0200042724609,47460200,AAPL
2023-07-28,193.6689453125,196.6300048828125,194.13999938964844,194.6699981689453,48291400,AAPL
2023-07-31,194.2821044921875,196.4900054931641,195.259994506836,196.0599975585937,38824100,AAPL
2023-08-01,193.4513702392578,196.72999572753903,195.27999877929688,196.2400054931641,35175100,AAPL
2023-08-02,190.4547882080078,195.17999267578125,191.8500061035156,195.0399932861328,50389300,AAPL
2023-08-03,189.06036376953125,192.3699951171875,190.69000244140625,191.57000732421875,61235200,AAPL
2023-08-04,179.98167419433594,187.3800048828125,181.9199981689453,185.5200042724609,115956800,AAPL
2023-08-07,176.87635803222656,183.1300048828125,177.35000610351562,182.1300048828125,97576100,AAPL
2023-08-08,177.8158416748047,180.2700042724609,177.5800018310547,179.69000244140625,67823000,AAPL
2023-08-09,176.22361755371094,180.92999267578125,177.00999450683594,180.8699951171875,60378500,AAPL
2023-08-10,176.00604248046875,180.75,177.60000610351562,179.47999572753906,54686900,AAPL
2023-08-11,176.0654296875,178.6199951171875,176.5500030517578,177.32000732421875,52036700,AAPL
2023-08-14,177.71926879882812,179.69000244140625,177.30999755859375,177.97000122070312,43675600,AAPL
2023-08-15,175.72874450683594,179.47999572753906,177.0500030517578,178.8800048828125,43622600,AAPL
2023-08-16,174.85728454589844,178.5399932861328,176.5,177.1300048828125,46964900,AAPL
2023-08-17,172.31222534179688,177.50999450683594,173.47999572753906,177.13999938964844,66062900,AAPL
2023-08-18,172.79747009277344,175.10000610351562,171.9600067138672,172.3000030517578,61172200,AAPL
2023-08-21,174.1343536376953,176.1300048828125,173.74000549316406,175.07000732421875,46311900,AAPL
2023-08-22,175.51087951660156,177.67999267578125,176.25,177.05999755859375,42038900,AAPL
2023-08-23,179.36314392089844,181.5500030517578,178.3300018310547,178.52000427246094,52722800,AAPL
2023-08-24,174.6691436767578,181.1000061035156,176.00999450683594,180.6699981689453,54945800,AAPL
2023-08-25,176.87750244140625,179.14999389648438,175.82000732421875,177.3800048828125,51449600,AAPL
2023-08-28,178.44216918945312,180.58999633789065,178.5500030517578,180.08999633789062,43820700,AAPL
2023-08-29,182.33404541015625,184.8999938964844,179.5,179.6999969482422,53003900,AAPL
2023-08-30,185.829818725586,187.8500061035156,184.7400054931641,184.94000244140625,60813900,AAPL
2023-08-31,186.0476531982422,189.1199951171875,187.47999572753903,187.83999633789065,60794500,AAPL
2023-09-01,187.6222381591797,189.9199981689453,188.27999877929688,189.4900054931641,45766500,AAPL
2023-09-05,187.85992431640625,189.97999572753903,187.6100006103516,188.27999877929688,45280000,AAPL
2023-09-06,181.13580322265625,188.8500061035156,181.47000122070312,188.3999938964844,81755800,AAPL
2023-09-07,175.83766174316406,178.2100067138672,173.5399932861328,175.17999267578125,112488800,AAPL
2023-09-08,176.45166015625,180.2400054931641,177.7899932861328,178.35000610351562,65551300,AAPL
2023-09-11,177.62022399902344,180.3000030517578,177.33999633789062,180.07000732421875,58953100,AAPL
2023-09-12,174.5899200439453,180.1300048828125,174.82000732421875,179.49000549316406,90370200,AAPL
2023-09-13,172.5201873779297,177.3000030517578,173.97999572753906,176.50999450683594,84267900,AAPL
2023-09-14,174.03533935546875,176.10000610351562,173.5800018310547,174.0,60895800,AAPL
2023-09-15,173.31240844726562,176.5,173.82000732421875,176.47999572753906,109259500,AAPL
2023-09-18,176.24371337890625,179.3800048828125,176.1699981689453,176.47999572753906,67257600,AAPL
2023-09-19,177.33303833007812,179.6300048828125,177.1300048828125,177.52000427246094,51826900,AAPL
2023-09-20,173.7877655029297,179.6999969482422,175.39999389648438,179.25999450683594,58436200,AAPL
2023-09-21,172.24288940429688,176.3000030517578,173.86000061035156,174.5500030517578,63149100,AAPL
2023-09-22,173.09454345703125,177.0800018310547,174.0500030517578,174.6699981689453,56725400,AAPL
2023-09-25,174.37203979492188,176.97000122070312,174.14999389648438,174.1999969482422,46172700,AAPL
2023-09-26,170.29202270507812,175.1999969482422,171.66000366210938,174.82000732421875,64588900,AAPL
2023-09-27,168.77685546875,173.0399932861328,169.0500030517578,172.6199951171875,66921800,AAPL
2023-09-28,169.03431701660156,172.02999877929688,167.6199951171875,169.33999633789062,56294400,AAPL
2023-09-29,169.54930114746094,173.07000732421875,170.33999633789062,172.02000427246094,51861100,AAPL
2023-10-02,172.06463623046875,174.3000030517578,170.92999267578125,171.22000122070312,52164500,AAPL
2023-10-03,170.7277069091797,173.6300048828125,170.82000732421875,172.25999450683594,49594600,AAPL
2023-10-04,171.9755401611328,174.2100067138672,170.97000122070312,171.08999633789062,53020300,AAPL
2023-10-05,173.21339416503906,175.4499969482422,172.67999267578125,173.7899932861328,48527900,AAPL
2023-10-06,175.7683563232422,177.99000549316406,173.17999267578125,173.8000030517578,57266700,AAPL
2023-10-09,177.25381469726562,179.0500030517578,175.8000030517578,176.80999755859375,42390800,AAPL
2023-10-10,176.65963745117188,179.72000122070312,177.9499969482422,178.10000610351562,43698000,AAPL
2023-10-11,178.0559539794922,179.85000610351562,177.60000610351562,178.1999969482422,47551100,AAPL
2023-10-12,178.95712280273438,182.33999633789065,179.0399932861328,180.07000732421875,56743100,AAPL
2023-10-13,177.11520385742188,181.92999267578125,178.13999938964844,181.4199981689453,51427100,AAPL
2023-10-16,176.98641967773438,179.0800018310547,176.50999450683594,176.75,52517000,AAPL
2023-10-17,175.43165588378906,178.4199981689453,174.8000030517578,176.64999389648438,57549400,AAPL
2023-10-18,174.1343536376953,177.5800018310547,175.11000061035156,175.5800018310547,54764400,AAPL
2023-10-19,173.75807189941406,177.83999633789062,175.19000244140625,176.0399932861328,59302900,AAPL
2023-10-20,171.2030792236328,175.4199981689453,172.63999938964844,175.30999755859375,64244000,AAPL
2023-10-23,171.3218994140625,174.00999450683594,169.92999267578125,170.91000366210938,55980100,AAPL
2023-10-24,171.75762939453125,173.6699981689453,171.4499969482422,173.0500030517578,43816600,AAPL
2023-10-25,169.4403533935547,173.05999755859375,170.64999389648438,171.8800048828125,57157000,AAPL
2023-10-26,165.2711639404297,171.3800048828125,165.6699981689453,170.3699951171875,70625300,AAPL
2023-10-27,166.5882568359375,168.9600067138672,166.8300018310547,166.91000366210938,58499100,AAPL
2023-10-30,168.63819885253906,171.1699981689453,168.8699951171875,169.02000427246094,51131000,AAPL
2023-10-31,169.11354064941406,170.89999389648438,167.89999389648438,169.35000610351562,44846000,AAPL
2023-11-01,172.28250122070312,174.22999572753906,170.1199951171875,171.0,56934900,AAPL
2023-11-02,175.8475799560547,177.77999877929688,175.4600067138672,175.52000427246094,77334800,AAPL
2023-11-03,174.93649291992188,176.82000732421875,173.35000610351562,174.24000549316406,79829200,AAPL
2023-11-06,177.49147033691406,179.42999267578125,176.2100067138672,176.3800048828125,63841300,AAPL
2023-11-07,180.05636596679688,182.44000244140625,178.97000122070312,179.17999267578125,70530000,AAPL
2023-11-08,181.115966796875,183.4499969482422,181.58999633789065,182.3500061035156,49340300,AAPL
2023-11-09,180.640625,184.1199951171875,181.8099975585937,182.9600067138672,53763500,AAPL
2023-11-10,184.8350982666016,186.57000732421875,183.52999877929688,183.97000122070312,66133400,AAPL
2023-11-13,183.24855041503903,186.02999877929688,184.2100067138672,185.82000732421875,43627500,AAPL
2023-11-14,185.86639404296875,188.1100006103516,186.3000030517578,187.6999969482422,60108400,AAPL
2023-11-15,186.4315948486328,189.5,187.77999877929688,187.8500061035156,53790500,AAPL
2023-11-16,188.1173553466797,190.9600067138672,188.6499938964844,189.57000732421875,54412900,AAPL
2023-11-17,188.0974884033203,190.3800048828125,188.57000732421875,190.25,50922700,AAPL
2023-11-20,189.8427276611328,191.9100036621093,189.8800048828125,189.88999938964844,46505100,AAPL
2023-11-21,189.03952026367188,191.5200042724609,189.7400054931641,191.4100036621093,38134500,AAPL
2023-11-22,189.70388793945312,192.92999267578125,190.8300018310547,191.4900054931641,39617700,AAPL
2023-11-24,188.3751373291016,190.8999938964844,189.25,190.8699951171875,24048300,AAPL
2023-11-27,188.1966552734375,190.6699981689453,188.8999938964844,189.9199981689453,40552600,AAPL
2023-11-28,188.8015594482422,191.0800018310547,189.3999938964844,189.77999877929688,38415400,AAPL
2023-11-29,187.78016662597656,192.08999633789065,188.97000122070312,190.8999938964844,43014200,AAPL
2023-11-30,188.3553161621093,190.32000732421875,188.19000244140625,189.83999633789065,48794400,AAPL
2023-12-01,189.6344757080078,191.5599975585937,189.22999572753903,190.3300018310547,45704800,AAPL
2023-12-04,187.8396911621093,190.0500030517578,187.4499969482422,189.97999572753903,43389500,AAPL
2023-12-05,191.7961883544922,194.3999938964844,190.17999267578125,190.2100067138672,66628400,AAPL
2023-12-06,190.70542907714844,194.759994506836,192.1100006103516,194.4499969482422,41089700,AAPL
2023-12-07,192.6390380859375,195.0,193.58999633789065,193.6300048828125,47477700,AAPL
2023-12-08,194.0669708251953,195.9900054931641,193.6699981689453,194.1999969482422,53406400,AAPL
2023-12-11,191.5581817626953,193.4900054931641,191.4199981689453,193.1100006103516,60943700,AAPL
2023-12-12,193.07537841796875,194.72000122070312,191.72000122070312,193.0800018310547,52696900,AAPL
2023-12-13,196.29806518554688,198.0,194.8500061035156,195.08999633789065,70404200,AAPL
2023-12-14,196.44683837890625,199.6199951171875,196.1600036621093,198.0200042724609,66831600,AAPL
2023-12-15,195.911361694336,198.3999938964844,197.0,197.52999877929688,128538400,AAPL
2023-12-18,194.2454528808593,196.6300048828125,194.38999938964844,196.08999633789065,55751900,AAPL
2023-12-19,195.28665161132807,196.9499969482422,195.88999938964844,196.1600036621093,40714100,AAPL
2023-12-20,193.19435119628903,197.67999267578125,194.8300018310547,196.8999938964844,52242800,AAPL
2023-12-21,193.04559326171875,197.0800018310547,193.5,196.1000061035156,46482500,AAPL
2023-12-22,191.9746856689453,195.4100036621093,192.97000122070312,195.17999267578125,37149600,AAPL
2023-12-26,191.4293212890625,193.88999938964844,192.8300018310547,193.6100006103516,28919300,AAPL
2023-12-27,191.5284423828125,193.5,191.08999633789065,192.4900054931641,48087700,AAPL
2023-12-28,191.9548492431641,194.6600036621093,193.1699981689453,194.13999938964844,34049900,AAPL
2023-12-29,190.9136657714844,194.3999938964844,191.72999572753903,193.8999938964844,42672100,AAPL
2024-01-02,184.0814971923828,188.44000244140625,183.88999938964844,187.1499938964844,82488700,AAPL
2024-01-03,182.70318603515625,185.8800048828125,183.42999267578125,184.22000122070312,58414500,AAPL
2024-01-04,180.38282775878903,183.08999633789065,180.8800048828125,182.1499938964844,71983600,AAPL
2024-01-05,179.65895080566406,182.759994506836,180.1699981689453,181.9900054931641,62379700,AAPL
2024-01-08,184.002182006836,185.6000061035156,181.5,182.08999633789065,59144500,AAPL
2024-01-09,183.5857086181641,185.1499938964844,182.72999572753903,183.9199981689453,42841800,AAPL
2024-01-10,184.6268768310547,186.3999938964844,183.9199981689453,184.3500061035156,46792900,AAPL
2024-01-11,184.0319061279297,187.0500030517578,183.6199951171875,186.5399932861328,49128400,AAPL
2024-01-12,184.3591461181641,186.7400054931641,185.19000244140625,186.0599975585937,40477800,AAPL
2024-01-16,182.08837890625,184.259994506836,180.92999267578125,182.1600036621093,65603000,AAPL
2024-01-17,181.14634704589844,182.92999267578125,180.3000030517578,181.2700042724609,47317400,AAPL
2024-01-18,187.04640197753903,189.13999938964844,185.8300018310547,186.08999633789065,78005800,AAPL
2024-01-19,189.9517974853516,191.9499969482422,188.82000732421875,189.3300018310547,68903000,AAPL
2024-01-22,192.2622528076172,195.3300018310547,192.259994506836,192.3000030517578,60133900,AAPL
2024-01-23,193.5414123535156,195.75,193.8300018310547,195.0200042724609,42355600,AAPL
2024-01-24,192.8671264648437,196.3800048828125,194.33999633789065,195.4199981689453,53631300,AAPL
2024-01-25,192.5398864746093,196.2700042724609,193.1100006103516,195.22000122070312,54822100,AAPL
2024-01-26,190.80458068847656,194.759994506836,191.94000244140625,194.2700042724609,44594000,AAPL
2024-01-29,190.120361328125,192.1999969482422,189.5800018310547,192.009994506836,47145600,AAPL
2024-01-30,186.4613494873047,191.8000030517578,187.47000122070312,190.94000244140625,55859400,AAPL
2024-01-31,182.85191345214844,187.1000061035156,184.3500061035156,187.0399932861328,55467800,AAPL
2024-02-01,185.291244506836,186.9499969482422,183.82000732421875,183.9900054931641,64885400,AAPL
2024-02-02,184.28973388671875,187.3300018310547,179.25,179.86000061035156,102551700,AAPL
2024-02-05,186.1043701171875,189.25,185.83999633789065,188.1499938964844,69668800,AAPL
2024-02-06,187.7107696533203,189.3099975585937,186.7700042724609,186.8600006103516,43490800,AAPL
2024-02-07,187.8198699951172,191.0500030517578,188.6100006103516,190.63999938964844,53439000,AAPL
2024-02-08,186.7390289306641,189.5399932861328,187.3500061035156,189.38999938964844,40962000,AAPL
2024-02-09,187.5035095214844,189.9900054931641,188.0,188.6499938964844,45155200,AAPL
2024-02-12,185.8155975341797,188.6699981689453,186.7899932861328,188.4199981689453,41781900,AAPL
2024-02-13,183.72067260742188,186.2100067138672,183.509994506836,185.7700042724609,56529500,AAPL
2024-02-14,182.8370361328125,185.52999877929688,182.44000244140625,185.32000732421875,54630500,AAPL
2024-02-15,182.54910278320312,184.4900054931641,181.3500061035156,183.5500030517578,65434500,AAPL
2024-02-16,181.0101318359375,184.8500061035156,181.6699981689453,183.4199981689453,49752500,AAPL
2024-02-20,180.26548767089844,182.42999267578125,180.0,181.7899932861328,53665600,AAPL
2024-02-21,181.02008056640625,182.88999938964844,180.6600036621093,181.94000244140625,41371400,AAPL
2024-02-22,183.05545043945312,184.9600067138672,182.4600067138672,183.47999572753903,52292200,AAPL
2024-02-23,181.21864318847656,185.0399932861328,182.22999572753903,185.009994506836,45119700,AAPL
2024-02-26,179.86834716796875,182.759994506836,180.6499938964844,182.2400054931641,40867400,AAPL
2024-02-27,181.327865600586,183.9199981689453,179.55999755859375,181.1000061035156,54318900,AAPL
2024-02-28,180.1265106201172,183.1199951171875,180.1300048828125,182.509994506836,48953900,AAPL
2024-02-29,179.46127319335938,182.57000732421875,179.52999877929688,181.2700042724609,136682600,AAPL
2024-03-01,178.37904357910156,180.52999877929688,177.3800048828125,179.5500030517578,73563100,AAPL
2024-03-04,173.85154724121094,176.89999389648438,173.7899932861328,176.14999389648438,81510100,AAPL
2024-03-05,168.90704345703125,172.0399932861328,169.6199951171875,170.75999450683594,95132400,AAPL
